Data,Wyświetlenia zamierzone
2022-09-14,0
2022-09-15,0
2022-09-16,0
2022-09-17,0
2022-09-18,0
2022-09-19,0
2022-09-20,0
2022-09-21,0
2022-09-22,0
2022-09-23,0
2022-09-24,0
2022-09-25,0
2022-09-26,0
2022-09-27,0
2022-09-28,0
2022-09-29,0
2022-09-30,0
2022-10-01,0
2022-10-02,0
2022-10-03,0
2022-10-04,0
2022-10-05,0
2022-10-06,0
2022-10-07,0
2022-10-08,0
2022-10-09,0
2022-10-10,0
2022-10-11,0
2022-10-12,0
2022-10-13,0
2022-10-14,0
2022-10-15,0
2022-10-16,0
2022-10-17,0
2022-10-18,0
2022-10-19,0
2022-10-20,0
2022-10-21,0
2022-10-22,0
2022-10-23,0
2022-10-24,0
2022-10-25,0
2022-10-26,0
2022-10-27,0
2022-10-28,0
2022-10-29,0
2022-10-30,0
2022-10-31,0
2022-11-01,0
2022-11-02,0
2022-11-03,0
2022-11-04,0
2022-11-05,0
2022-11-06,0
2022-11-07,0
2022-11-08,0
2022-11-09,0
2022-11-10,0
2022-11-11,0
2022-11-12,0
2022-11-13,0
2022-11-14,0
2022-11-15,0
2022-11-16,0
2022-11-17,0
2022-11-18,0
2022-11-19,0
2022-11-20,0
2022-11-21,0
2022-11-22,0
2022-11-23,0
2022-11-24,0
2022-11-25,0
2022-11-26,0
2022-11-27,0
2022-11-28,0
2022-11-29,0
2022-11-30,0
2022-12-01,0
2022-12-02,0
2022-12-03,0
2022-12-04,0
2022-12-05,0
2022-12-06,0
2022-12-07,0
2022-12-08,0
2022-12-09,0
2022-12-10,0
2022-12-11,0
2022-12-12,0
2022-12-13,0
2022-12-14,0
2022-12-15,0
2022-12-16,0
2022-12-17,0
2022-12-18,0
2022-12-19,0
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,0
2022-12-24,0
2022-12-25,0
2022-12-26,0
2022-12-27,0
2022-12-28,0
2022-12-29,0
2022-12-30,0
2022-12-31,0
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,0
2023-01-05,0
2023-01-06,0
2023-01-07,0
2023-01-08,0
2023-01-09,0
2023-01-10,0
2023-01-11,0
2023-01-12,0
2023-01-13,0
2023-01-14,0
2023-01-15,0
2023-01-16,0
2023-01-17,0
2023-01-18,0
2023-01-19,0
2023-01-20,0
2023-01-21,0
2023-01-22,0
2023-01-23,0
2023-01-24,0
2023-01-25,0
2023-01-26,0
2023-01-27,0
2023-01-28,0
2023-01-29,0
2023-01-30,0
2023-01-31,0
2023-02-01,0
2023-02-02,0
2023-02-03,0
2023-02-04,0
2023-02-05,0
2023-02-06,0
2023-02-07,0
2023-02-08,0
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,0
2023-02-20,0
2023-02-21,0
2023-02-22,0
2023-02-23,0
2023-02-24,0
2023-02-25,0
2023-02-26,0
2023-02-27,0
2023-02-28,0
2023-03-01,0
2023-03-02,0
2023-03-03,0
2023-03-04,0
2023-03-05,0
2023-03-06,0
2023-03-07,0
2023-03-08,0
2023-03-09,0
2023-03-10,0
2023-03-11,0
2023-03-12,0
2023-03-13,0
2023-03-14,0
2023-03-15,0
2023-03-16,0
2023-03-17,0
2023-03-18,0
2023-03-19,0
2023-03-20,0
2023-03-21,0
2023-03-22,0
2023-03-23,0
2023-03-24,0
2023-03-25,0
2023-03-26,0
2023-03-27,0
2023-03-28,0
2023-03-29,0
2023-03-30,0
2023-03-31,0
2023-04-01,0
2023-04-02,0
2023-04-03,0
2023-04-04,0
2023-04-05,0
2023-04-06,0
2023-04-07,0
2023-04-08,0
2023-04-09,0
2023-04-10,0
2023-04-11,0
2023-04-12,0
2023-04-13,0
2023-04-14,0
2023-04-15,0
2023-04-16,0
2023-04-17,0
2023-04-18,0
2023-04-19,0
2023-04-20,0
2023-04-21,0
2023-04-22,0
2023-04-23,0
2023-04-24,0
2023-04-25,0
2023-04-26,0
2023-04-27,0
2023-04-28,0
2023-04-29,0
2023-04-30,0
2023-05-01,0
2023-05-02,0
2023-05-03,0
2023-05-04,0
2023-05-05,0
2023-05-06,0
2023-05-07,0
2023-05-08,0
2023-05-09,0
2023-05-10,0
2023-05-11,0
2023-05-12,0
2023-05-13,0
2023-05-14,0
2023-05-15,0
2023-05-16,0
2023-05-17,0
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,0
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,0
2023-05-30,0
2023-05-31,0
2023-06-01,0
2023-06-02,0
2023-06-03,0
2023-06-04,0
2023-06-05,0
2023-06-06,0
2023-06-07,0
2023-06-08,0
2023-06-09,0
2023-06-10,0
2023-06-11,0
2023-06-12,0
2023-06-13,0
2023-06-14,0
2023-06-15,0
2023-06-16,0
2023-06-17,0
2023-06-18,0
2023-06-19,0
2023-06-20,0
2023-06-21,0
2023-06-22,0
2023-06-23,0
2023-06-24,0
2023-06-25,0
2023-06-26,0
2023-06-27,0
2023-06-28,0
2023-06-29,0
2023-06-30,0
2023-07-01,0
2023-07-02,0
2023-07-03,0
2023-07-04,0
2023-07-05,0
2023-07-06,0
2023-07-07,0
2023-07-08,0
2023-07-09,0
2023-07-10,0
2023-07-11,0
2023-07-12,0
2023-07-13,0
2023-07-14,0
2023-07-15,0
2023-07-16,0
2023-07-17,0
2023-07-18,0
2023-07-19,0
2023-07-20,0
2023-07-21,0
2023-07-22,0
2023-07-23,0
2023-07-24,0
2023-07-25,0
2023-07-26,0
2023-07-27,0
2023-07-28,0
2023-07-29,0
2023-07-30,0
2023-07-31,0
2023-08-01,0
2023-08-02,0
2023-08-03,0
2023-08-04,0
2023-08-05,0
2023-08-06,0
2023-08-07,0
2023-08-08,0
2023-08-09,0
2023-08-10,0
2023-08-11,0
2023-08-12,0
2023-08-13,0
2023-08-14,0
2023-08-15,0
2023-08-16,0
2023-08-17,0
2023-08-18,0
2023-08-19,0
2023-08-20,0
2023-08-21,0
2023-08-22,0
2023-08-23,0
2023-08-24,0
2023-08-25,0
2023-08-26,0
2023-08-27,0
2023-08-28,0
2023-08-29,0
2023-08-30,0
2023-08-31,0
2023-09-01,0
2023-09-02,0
2023-09-03,0
2023-09-04,0
2023-09-05,0
2023-09-06,0
2023-09-07,0
2023-09-08,0
2023-09-09,0
2023-09-10,0
2023-09-11,0
2023-09-12,0
2023-09-13,0
2023-09-14,0
2023-09-15,0
2023-09-16,0
2023-09-17,0
2023-09-18,0
2023-09-19,0
2023-09-20,0
2023-09-21,0
2023-09-22,0
2023-09-23,0
2023-09-24,29
2023-09-25,72
2023-09-26,32
2023-09-27,57
2023-09-28,212
2023-09-29,402
2023-09-30,307
2023-10-01,46
2023-10-02,117
2023-10-03,309
2023-10-04,38
2023-10-05,59
2023-10-06,408
2023-10-07,42
2023-10-08,32
2023-10-09,224
2023-10-10,135
2023-10-11,2
2023-10-12,21
2023-10-13,41
2023-10-14,17
2023-10-15,5
2023-10-16,7
2023-10-17,276
2023-10-18,196
2023-10-19,8
2023-10-20,10
2023-10-21,2
2023-10-22,6
2023-10-23,90
2023-10-24,29
2023-10-25,289
2023-10-26,587
2023-10-27,402
2023-10-28,4
2023-10-29,39
2023-10-30,413
2023-10-31,174
2023-11-01,55
2023-11-02,30
2023-11-03,38
2023-11-04,11
2023-11-05,18
2023-11-06,34
2023-11-07,475
2023-11-08,1643
2023-11-09,774
2023-11-10,203
2023-11-11,150
2023-11-12,210
2023-11-13,273
2023-11-14,120
2023-11-15,74
2023-11-16,86
2023-11-17,31
2023-11-18,31
2023-11-19,57
2023-11-20,169
2023-11-21,284
2023-11-22,28
2023-11-23,17
2023-11-24,28
2023-11-25,38
2023-11-26,43
2023-11-27,133
2023-11-28,39
2023-11-29,58
2023-11-30,91
2023-12-01,177
2023-12-02,106
2023-12-03,44
2023-12-04,124
2023-12-05,40
2023-12-06,126
2023-12-07,15
2023-12-08,29
2023-12-09,16
2023-12-10,42
2023-12-11,100
2023-12-12,36
2023-12-13,24
2023-12-14,13
2023-12-15,12
2023-12-16,23
2023-12-17,23
2023-12-18,24
2023-12-19,238
2023-12-20,434
2023-12-21,91
2023-12-22,59
2023-12-23,12
2023-12-24,1003
2023-12-25,348
2023-12-26,527
2023-12-27,272
2023-12-28,206
2023-12-29,164
2023-12-30,56
2023-12-31,53
2024-01-01,77
2024-01-02,79
2024-01-03,58
2024-01-04,41
2024-01-05,22
2024-01-06,35
2024-01-07,35
2024-01-08,40
2024-01-09,210
2024-01-10,91
2024-01-11,62
2024-01-12,40
2024-01-13,41
2024-01-14,49
2024-01-15,31
2024-01-16,153
2024-01-17,232
2024-01-18,311
2024-01-19,147
2024-01-20,33
2024-01-21,42
2024-01-22,25
2024-01-23,31
2024-01-24,23
2024-01-25,17
2024-01-26,26
2024-01-27,15
2024-01-28,31
2024-01-29,46
2024-01-30,28
2024-01-31,30
2024-02-01,34
2024-02-02,134
2024-02-03,108
2024-02-04,102
2024-02-05,60
2024-02-06,128
2024-02-07,372
2024-02-08,214
2024-02-09,54
2024-02-10,48
2024-02-11,58
2024-02-12,49
2024-02-13,42
2024-02-14,32
2024-02-15,205
2024-02-16,140
2024-02-17,134
2024-02-18,168
2024-02-19,348
2024-02-20,113
2024-02-21,97
2024-02-22,117
2024-02-23,104
2024-02-24,460
2024-02-25,317
2024-02-26,206
2024-02-27,166
2024-02-28,170
2024-02-29,137
2024-03-01,200
2024-03-02,139
2024-03-03,181
2024-03-04,230
2024-03-05,280
2024-03-06,263
2024-03-07,607
2024-03-08,2253
2024-03-09,1810
2024-03-10,1338
2024-03-11,889
2024-03-12,648
2024-03-13,715
2024-03-14,687
2024-03-15,617
2024-03-16,671
2024-03-17,891
2024-03-18,609
2024-03-19,584
2024-03-20,546
2024-03-21,539
2024-03-22,449
2024-03-23,458
2024-03-24,536
2024-03-25,343
2024-03-26,227
2024-03-27,230
2024-03-28,1054
2024-03-29,1100
2024-03-30,766
2024-03-31,432
2024-04-01,531
2024-04-02,615
2024-04-03,391
2024-04-04,404
2024-04-05,390
2024-04-06,352
2024-04-07,412
2024-04-08,335
2024-04-09,279
2024-04-10,267
2024-04-11,280
2024-04-12,297
2024-04-13,286
2024-04-14,453
2024-04-15,340
2024-04-16,348
2024-04-17,253
2024-04-18,249
2024-04-19,326
2024-04-20,294
2024-04-21,328
2024-04-22,289
2024-04-23,313
2024-04-24,325
2024-04-25,791
2024-04-26,897
2024-04-27,494
2024-04-28,562
2024-04-29,393
2024-04-30,282
2024-05-01,282
2024-05-02,251
2024-05-03,249
2024-05-04,222
2024-05-05,305
2024-05-06,293
2024-05-07,249
2024-05-08,265
2024-05-09,183
2024-05-10,157
2024-05-11,141
2024-05-12,161
2024-05-13,158
2024-05-14,159
2024-05-15,121
2024-05-16,168
2024-05-17,111
2024-05-18,157
2024-05-19,224
2024-05-20,176
2024-05-21,151
2024-05-22,157
2024-05-23,196
2024-05-24,216
2024-05-25,161
2024-05-26,165
2024-05-27,153
2024-05-28,224
2024-05-29,187
2024-05-30,264
2024-05-31,208
2024-06-01,225
2024-06-02,327
2024-06-03,218
2024-06-04,178
2024-06-05,177
2024-06-06,193
2024-06-07,188
2024-06-08,219
2024-06-09,300
2024-06-10,169
2024-06-11,212
2024-06-12,231
2024-06-13,201
2024-06-14,163
2024-06-15,133
2024-06-16,205
2024-06-17,245
2024-06-18,255
2024-06-19,225
2024-06-20,200
2024-06-21,201
2024-06-22,217
2024-06-23,239
2024-06-24,191
2024-06-25,247
2024-06-26,255
2024-06-27,233
2024-06-28,172
2024-06-29,150
2024-06-30,185
2024-07-01,152
2024-07-02,181
2024-07-03,165
2024-07-04,139
2024-07-05,162
2024-07-06,182
2024-07-07,194
2024-07-08,169
2024-07-09,151
2024-07-10,168
2024-07-11,154
2024-07-12,143
2024-07-13,173
2024-07-14,191
2024-07-15,210
2024-07-16,200
2024-07-17,170
2024-07-18,186
2024-07-19,174
2024-07-20,141
2024-07-21,164
2024-07-22,167
2024-07-23,135
2024-07-24,755
2024-07-25,1038
2024-07-26,818
2024-07-27,955
2024-07-28,1275
2024-07-29,1055
2024-07-30,1081
2024-07-31,1256
2024-08-01,1208
2024-08-02,648
2024-08-03,464
2024-08-04,351
2024-08-05,276
2024-08-06,253
2024-08-07,224
2024-08-08,227
2024-08-09,188
2024-08-10,216
2024-08-11,985
2024-08-12,2149
2024-08-13,2392
2024-08-14,1127
2024-08-15,695
2024-08-16,723
2024-08-17,834
2024-08-18,1566
2024-08-19,1292
2024-08-20,1107
2024-08-21,1207
2024-08-22,979
2024-08-23,1013
2024-08-24,875
2024-08-25,839
2024-08-26,852
2024-08-27,792
2024-08-28,716
2024-08-29,928
2024-08-30,600
2024-08-31,472
2024-09-01,478
2024-09-02,370
2024-09-03,488
2024-09-04,788
2024-09-05,399
2024-09-06,252
2024-09-07,3581
2024-09-08,3488
2024-09-09,3502
2024-09-10,1608
2024-09-11,1786
2024-09-12,1718
2024-09-13,1042
2024-09-14,1161
2024-09-15,2563
2024-09-16,3150
2024-09-17,3190
2024-09-18,3307
2024-09-19,2578
2024-09-20,1908
2024-09-21,1986
2024-09-22,2570
2024-09-23,2034
2024-09-24,1785
2024-09-25,1301
2024-09-26,2137
2024-09-27,3789
2024-09-28,2935
2024-09-29,1800
2024-09-30,1838
2024-10-01,2008
2024-10-02,3127
2024-10-03,3850
2024-10-04,2941
2024-10-05,2958
2024-10-06,4963
2024-10-07,4052
2024-10-08,4198
2024-10-09,3701
2024-10-10,3007
2024-10-11,2519
2024-10-12,2464
2024-10-13,7005
2024-10-14,5100
2024-10-15,4006
2024-10-16,3502
2024-10-17,4125
2024-10-18,3883
2024-10-19,3324
2024-10-20,3229
2024-10-21,3138
2024-10-22,2853
2024-10-23,2418
2024-10-24,2392
2024-10-25,2156
2024-10-26,2362
2024-10-27,3966
2024-10-28,2791
2024-10-29,2354
2024-10-30,2495
2024-10-31,2543
2024-11-01,2619
2024-11-02,2509
2024-11-03,2813
2024-11-04,2668
2024-11-05,2214
2024-11-06,2329
2024-11-07,2964
2024-11-08,4968
2024-11-09,6515
2024-11-10,2161
2024-11-11,2608
2024-11-12,2198
2024-11-13,2198
2024-11-14,13959
2024-11-15,6398
2024-11-16,5698
2024-11-17,7763
2024-11-18,7214
2024-11-19,8803
2024-11-20,6092
2024-11-21,4587
2024-11-22,4733
2024-11-23,5682
2024-11-24,4549
2024-11-25,6799
2024-11-26,6906
2024-11-27,10040
2024-11-28,7021
2024-11-29,5525
2024-11-30,7697
2024-12-01,6509
2024-12-02,3494
2024-12-03,2849
2024-12-04,2223
2024-12-05,1717
2024-12-06,1604
2024-12-07,1623
2024-12-08,2860
2024-12-09,1932
2024-12-10,1940
2024-12-11,2336
2024-12-12,1949
2024-12-13,1625
2024-12-14,1951
2024-12-15,1951
2024-12-16,1535
2024-12-17,1621
2024-12-18,1650
2024-12-19,1420
2024-12-20,1308
2024-12-21,1421
2024-12-22,1590
2024-12-23,1371
2024-12-24,1227
2024-12-25,1451
2024-12-26,1357
2024-12-27,1580
2024-12-28,1311
2024-12-29,1449
2024-12-30,1683
2024-12-31,1263
2025-01-01,1868
2025-01-02,2115
2025-01-03,2374
2025-01-04,2457
2025-01-05,2126
2025-01-06,2096
2025-01-07,3365
2025-01-08,3098
2025-01-09,2183
2025-01-10,1919
2025-01-11,1905
2025-01-12,2092
2025-01-13,1981
2025-01-14,2278
2025-01-15,2006
2025-01-16,3121
2025-01-17,3387
2025-01-18,3254
2025-01-19,3525
2025-01-20,2547
2025-01-21,2219
2025-01-22,2470
2025-01-23,2290
2025-01-24,1664
2025-01-25,1698
2025-01-26,1777
2025-01-27,1566
2025-01-28,1432
2025-01-29,1207
2025-01-30,1102
2025-01-31,1111
2025-02-01,1128
2025-02-02,3783
2025-02-03,2451
2025-02-04,1834
2025-02-05,1659
2025-02-06,2497
2025-02-07,1622
2025-02-08,1386
2025-02-09,5720
2025-02-10,4592
2025-02-11,3100
2025-02-12,2954
2025-02-13,1895
2025-02-14,1605
2025-02-15,1698
2025-02-16,4313
2025-02-17,3532
2025-02-18,3154
2025-02-19,2543
2025-02-20,2119
2025-02-21,1582
2025-02-22,1294
2025-02-23,3247
2025-02-24,1933
2025-02-25,1690
2025-02-26,1348
2025-02-27,1351
2025-02-28,1657
2025-03-01,1082
2025-03-02,3076
2025-03-03,1670
2025-03-04,1487
2025-03-05,1335
2025-03-06,1225
2025-03-07,1143
2025-03-08,1183
2025-03-09,4010
2025-03-10,2621
2025-03-11,2247
2025-03-12,2054
2025-03-13,1457
2025-03-14,1403
2025-03-15,1573
2025-03-16,5209
2025-03-17,3057
2025-03-18,2689
2025-03-19,2189
2025-03-20,1696
2025-03-21,1502
2025-03-22,1500
2025-03-23,3988
2025-03-24,2019
2025-03-25,1660
2025-03-26,1336
2025-03-27,1155
2025-03-28,1033
2025-03-29,1061
2025-03-30,2579
2025-03-31,1336
2025-04-01,1257
2025-04-02,1087
2025-04-03,972
2025-04-04,757
2025-04-05,765
2025-04-06,3336
2025-04-07,1635
2025-04-08,1268
2025-04-09,1116
2025-04-10,1393
2025-04-11,1104
2025-04-12,1062
2025-04-13,3029
2025-04-14,1734
2025-04-15,1434
2025-04-16,1433
2025-04-17,1201
2025-04-18,943
2025-04-19,848
2025-04-20,747
2025-04-21,1070
2025-04-22,925
2025-04-23,8245
2025-04-24,7212
2025-04-25,4151
2025-04-26,3262
2025-04-27,2629
2025-04-28,2421
2025-04-29,2023
2025-04-30,2090
2025-05-01,1815
2025-05-02,1841
2025-05-03,1952
2025-05-04,6467
2025-05-05,5729
2025-05-06,3921
2025-05-07,3133
2025-05-08,2504
2025-05-09,2363
2025-05-10,5131
2025-05-11,6550
2025-05-12,4553
2025-05-13,4286
2025-05-14,4822
2025-05-15,3158
2025-05-16,2243
2025-05-17,2468
2025-05-18,5383
2025-05-19,3960
2025-05-20,4113
2025-05-21,4347
2025-05-22,4754
2025-05-23,3673
2025-05-24,3972
2025-05-25,6308
2025-05-26,6421
2025-05-27,4013
2025-05-28,3937
2025-05-29,3117
2025-05-30,2639
2025-05-31,2660
2025-06-01,7656
2025-06-02,6199
2025-06-03,4466
2025-06-04,3704
2025-06-05,3726
2025-06-06,3106
2025-06-07,2836
2025-06-08,6090
2025-06-09,4491
2025-06-10,3245
2025-06-11,2716
2025-06-12,2285
2025-06-13,2496
2025-06-14,2903
2025-06-15,6060
2025-06-16,5628
2025-06-17,3727
2025-06-18,3286
2025-06-19,3343
2025-06-20,3440
2025-06-21,3542
2025-06-22,7495
2025-06-23,5828
2025-06-24,5407
2025-06-25,4851
2025-06-26,4818
2025-06-27,4111
2025-06-28,3285
2025-06-29,4273
2025-06-30,2630
2025-07-01,2467
2025-07-02,2447
2025-07-03,2193
2025-07-04,1828
2025-07-05,1832
2025-07-06,2001
2025-07-07,8304
2025-07-08,9048
2025-07-09,9614
2025-07-10,6854
2025-07-11,5242
2025-07-12,5987
2025-07-13,8913
2025-07-14,8650
2025-07-15,7037
2025-07-16,6433
2025-07-17,6005
2025-07-18,5424
2025-07-19,5967
2025-07-20,8086
2025-07-21,6644
2025-07-22,5885
2025-07-23,5110
2025-07-24,4532
2025-07-25,3905
2025-07-26,3675
2025-07-27,8220
2025-07-28,6867
2025-07-29,5712
2025-07-30,5074
2025-07-31,4374
2025-08-01,3436
2025-08-02,3384
2025-08-03,4271
2025-08-04,4531
2025-08-05,16420
2025-08-06,12164
2025-08-07,9411
2025-08-08,7462
2025-08-09,7750
2025-08-10,7619
2025-08-11,6503
2025-08-12,5460
2025-08-13,4810
2025-08-14,3818
2025-08-15,3977
2025-08-16,3871
2025-08-17,5661
2025-08-18,5735
2025-08-19,5206
2025-08-20,5150
2025-08-21,4413
2025-08-22,7505
2025-08-23,3625
2025-08-24,10377
2025-08-25,8320
2025-08-26,6482
2025-08-27,6332
2025-08-28,6874
2025-08-29,5466
2025-08-30,6244
2025-08-31,10200
2025-09-01,8000
2025-09-02,6739
2025-09-03,5926
2025-09-04,7213
2025-09-05,7202
2025-09-06,6919
2025-09-07,13736
2025-09-08,15871
2025-09-09,10496
2025-09-10,9182
2025-09-11,8685
2025-09-12,7322
2025-09-13,7017
2025-09-14,10520
2025-09-15,8775
2025-09-16,8446
2025-09-17,7719
2025-09-18,10256
2025-09-19,11032
2025-09-20,15763
2025-09-21,25023
2025-09-22,23101
2025-09-23,16892
2025-09-24,13255
2025-09-25,10981
2025-09-26,8853
2025-09-27,8358
2025-09-28,14019
2025-09-29,11395
2025-09-30,9482
2025-10-01,8348
2025-10-02,10302
2025-10-03,12393
2025-10-04,21475
2025-10-05,20605
2025-10-06,18365
2025-10-07,16299
2025-10-08,14636
2025-10-09,14544
2025-10-10,11120
2025-10-11,9751
2025-10-12,18233
2025-10-13,18033
2025-10-14,11624
2025-10-15,10220
2025-10-16,18561
2025-10-17,14263
2025-10-18,11429
2025-10-19,13000
2025-10-20,15023
2025-10-21,10811
2025-10-22,10352
2025-10-23,8606
2025-10-24,8878
2025-10-25,8484
2025-10-26,8192
2025-10-27,7560
2025-10-28,6875
2025-10-29,6418
2025-10-30,7086
2025-10-31,5748
2025-11-01,8207
2025-11-02,12109
2025-11-03,8436
2025-11-04,5615
2025-11-05,4299
2025-11-06,4061
2025-11-07,3147
2025-11-08,3568
2025-11-09,6710
2025-11-10,5347
2025-11-11,5532
2025-11-12,4928
2025-11-13,7728
2025-11-14,6092
2025-11-15,5562
2025-11-16,5512
2025-11-17,4239
2025-11-18,4911
2025-11-19,4809
2025-11-20,4972
2025-11-21,4368
2025-11-22,4755
2025-11-23,6254
2025-11-24,5608
2025-11-25,5777
2025-11-26,5090
2025-11-27,4470
2025-11-28,3596
2025-11-29,3964
2025-11-30,17405
2025-12-01,12281
2025-12-02,8667
2025-12-03,6522
2025-12-04,6851
2025-12-05,5715
2025-12-06,5406
2025-12-07,12882
2025-12-08,8222
2025-12-09,6033
2025-12-10,5329
2025-12-11,5005
2025-12-12,3930
2025-12-13,3764
2025-12-14,3976
2025-12-15,7118
2025-12-16,5452
2025-12-17,5034
2025-12-18,6055
2025-12-19,4874
2025-12-20,4819
2025-12-21,7041
2025-12-22,6774
2025-12-23,5669
2025-12-24,5025
2025-12-25,6738
2025-12-26,6525
2025-12-27,7569
2025-12-28,15872
2025-12-29,9508
2025-12-30,8709
2025-12-31,5989
2026-01-01,6730
2026-01-02,7197
2026-01-03,6033
2026-01-04,5905
2026-01-05,4554
2026-01-06,5393
2026-01-07,4205
2026-01-08,11722
2026-01-09,9201
2026-01-10,7789
2026-01-11,13230
2026-01-12,11808
2026-01-13,13124
2026-01-14,14717
2026-01-15,17406
2026-01-16,15641
2026-01-17,18219
2026-01-18,27230
2026-01-19,18453
2026-01-20,17196
2026-01-21,16110
2026-01-22,19186
2026-01-23,15142
2026-01-24,15861
2026-01-25,22088
2026-01-26,16192
2026-01-27,13584
2026-01-28,11603
2026-01-29,11460
2026-01-30,12240
2026-01-31,11719
2026-02-01,26850
